photon_pt,photon_eta,photon_phi,photon_E,photon_isTightID,photon_etcone20,myy
[45774.03  35409.727],[-2.0028772  -0.49021107],[ 2.5926666  -0.31107876],[172689.25   39750.215],[ True  True],[1588.8684   727.56055],104.23177898615336
[69091.23 59734.19],[-0.9303718 -2.2629066],[ 2.3647752 -0.9012516],[101213.766 290159.75 ],[ True  True],[1199.2627   270.14838],157.87183417789296
[43424.87 42730.72],[-0.63630444 -1.8397443 ],[-1.8719199  1.3053528],[ 52516.516 137887.47 ],[ True  True],[2393.8499 -525.5465],102.21406718529856
[40013.973 34227.293],[0.03279417 1.3451939 ],[ 0.46898317 -2.6179926 ],[40035.492 70156.02 ],[ True  True],[-186.7373 1852.0631],90.50838023312716
[45209.29 38025.17],[-1.0256355   0.02079217],[3.057638   0.02904067],[71146.664 38033.39 ],[ True  True],[2075.0657  -191.81152],94.41942329776921
[59005.113 31785.158],[-0.6035521  0.5986609],[ 0.50037795 -2.6439426 ],[70082.39  37653.137],[ True  True],[1297.3518   531.02704],102.73864588730812
[73944.51  43379.688],[-0.05864519 -1.8693942 ],[ 1.6876938 -1.8021766],[ 74071.7  143989.84],[ True  True],[-338.29886 -395.48624],161.77105520572766
[90222.36  63505.094],[0.6013528 2.0205262],[-1.9972103  1.1239655],[107033.27 243696.92],[ True  True],[  12.877716 1083.9818  ],191.12090508878072
[46748.16 41048.87],[-1.9618205 -1.2094328],[ 0.5350279 -2.5154421],[169529.05  74913.16],[ True  True],[-133.96008 3424.8696 ],93.79994871895582
[90033.195 83875.4  ],[-1.2661062 -1.0080787],[-0.06586746  0.48328003],[172365.92  130227.055],[ True  True],[ -582.27673 -1252.3926 ],52.21278180710945
[50737.457 36658.824],[-0.5911338   0.46618274],[ 1.658697  -1.4350209],[59863.453 40714.957],[ True  True],[ -28.014832 1452.5186  ],98.56983052873868
[70259.19 47847.22],[0.49054205 2.070075  ],[-1.243533   1.5386286],[ 78883.35 192623.19],[ True  True],[-663.81384 -201.21783],152.64281854087554
[92480.125 35570.89 ],[-0.0804275 -0.5354592],[0.46423045 2.8883584 ],[92779.39 40793.28],[ True  True],[-685.3552  227.1912],110.58671412066485
[148322.98   47716.402],[-1.6053959  1.0562831],[-1.8055812  2.0391142],[384204.06  76904.73],[ True  True],[ 673.6903  -169.42761],335.6237020326653
[44149.02 40264.55],[ 1.0689325 -1.3118896],[ 0.862905  -1.5671698],[71866.74 80176.67],[ True  True],[-374.21234 2240.5867 ],148.59368226937926
[58498.855 42577.71 ],[2.052271  1.9314467],[-0.9429176  1.6404297],[231480.1 149967.7],[ True  True],[-601.3098   224.16312],96.14131792774667
[92927.42 57961.58],[ 0.72535    -0.81592274],[-1.840183   1.6371282],[118464.3   78349.34],[ True  True],[-130.35205  425.4323 ],190.99947558320875
[54527.164 41493.812],[-0.5140569 -1.555959 ],[ 2.3049092  -0.33859763],[ 61891.746 102709.98 ],[ True  True],[3700.0405   516.92926],105.76797555988237
[49018.215 32826.992],[1.2660835 0.6387818],[-0.52591527  2.6819296 ],[93842.12  39755.246],[ True  True],[2832.8618 2534.477 ],84.16447590381297
[55432.605 38237.598],[0.39727658 0.22406194],[2.1290603 2.99887  ],[59864.87  39201.457],[ True  True],[1672.6343   330.94522],39.608032713765574
[50704.066 38330.31 ],[ 0.04732685 -0.3493904 ],[ 0.52581066 -1.6684669 ],[50760.86  40693.766],[ True  True],[-184.24426  171.30356],80.41393395964275
[43165.54  32373.938],[-1.1272041 -1.986013 ],[-0.5215224 -2.8975317],[ 73617.77  120166.664],[ True  True],[1739.9104 3694.819 ],76.84748968054306
[40540.98  34539.445],[-0.48734692  0.40209943],[ 1.0983198 -2.1106796],[45451.41  37369.508],[ True  True],[ 95.67084 324.83292],82.32524507403099
[43073.027 41514.594],[0.88816005 1.9481763 ],[-3.0845623  0.0439771],[ 61208.18 148589.34],[ True  True],[ 923.5869 -290.3021],96.73108898129558
[73040.16 41993.4 ],[1.3341941 1.7848513],[ 1.3282202  -0.34176415],[148282.66 128636.61],[ True  True],[-339.71603  579.70386],85.88015591651532
[81625.21  33875.426],[0.34346977 1.3389219 ],[ 1.7969058 -1.3680272],[86487.45  69056.016],[ True  True],[2101.0854   210.60417],118.45975175480456
[94468.625 47146.35 ],[0.91301745 0.51294076],[ 2.7915652 -0.6387106],[136655.56   53485.836],[ True  True],[ 564.9016 2160.3472],134.79337636788185
[69097.68  32924.137],[0.9125363  0.08247022],[-0.22906551  2.9785519 ],[99919.945 33036.164],[ True  True],[-34.755676  53.844177],103.68022546678748
[80399.76 47644.32],[-0.77576625  0.44748837],[ 2.225226   -0.72434795],[105830.48   52494.746],[ True  True],[1758.7242 1467.5629],147.18980850200793
[86165.76 69362.6 ],[-0.680067  -1.0124024],[-0.5996189  0.6767742],[106871.086 108051.33 ],[ True  True],[-550.8724     49.005737],95.66121515014737
[44400.72  31533.152],[0.4114749 0.6087277],[-1.2133373  -0.92301506],[48212.832 37558.098],[ True  True],[2063.0356 1796.994 ],13.108636596309054
[65940.875 41555.91 ],[-0.75628364 -0.5706399 ],[-2.7228913   0.07089064],[85714.96  48507.438],[ True  True],[ 741.49915 2375.1272 ],103.57354925031295
[67667.195 30140.557],[-1.5498186  2.1074455],[ 0.67250705 -2.721383  ],[166559.5  125817.92],[ True  True],[1577.5034 1489.1367],288.1748825379727
[65746.79  42789.695],[ 0.16336702 -1.1764644 ],[ 2.8558998  -0.02787397],[66626.09 75978.57],[ True  True],[1312.3856  -253.67242],130.07543504703503
[67152.03  31303.086],[-1.0775553  -0.44936964],[-2.667771    0.81338423],[110059.37   34517.195],[ True  True],[-18.969604  12.871399],95.00189698961121
[46001.926 43000.797],[1.8333024 2.3018625],[-1.497357  2.043458],[147537.19 217000.27],[ True  True],[892.25616 878.46564],89.68641067757278
[57697.848 50306.805],[0.2531483  0.19913492],[ 0.41112337 -2.6555142 ],[59556.496 51307.555],[ True  True],[-262.53616  502.40588],107.71511575194073
[71867.97 33803.41],[-1.7409744 -0.2970589],[ 0.64848065 -2.4086144 ],[211228.84   35305.883],[ True  True],[1443.8599 1673.757 ],125.33425458965976
[40031.58  31070.475],[-0.097484  -1.3228555],[-0.09995888  2.9940293 ],[40221.94  62459.414],[ True  True],[1048.1115 1911.5385],84.17659140376512
[42516.33  37634.355],[-0.685177    0.71068525],[ 2.5444555 -0.8259763],[52892.95 47545.23],[ True  True],[788.64716 702.209  ],99.87373020423735
[47062.168 37712.45 ],[-0.31389827 -1.8398762 ],[-2.1107934   0.87674445],[ 49399.836 121709.305],[ True  True],[  34.12668 -289.1633 ],109.80463958477402
[59693.83  52052.574],[-1.6894206  1.2607514],[-2.7765942 -2.7899153],[167171.61   99199.516],[ True  True],[-404.03687 3003.8457 ],230.92267406247126
[61769.27  56105.293],[2.2739973 1.7985702],[-2.2738676   0.13378878],[303320.16 174109.84],[ True  True],[ 640.54175 1362.3539 ],113.47270938262095
[47628.605 33418.746],[0.858009  2.1766336],[-0.754559   2.2049744],[ 66262.484 149214.69 ],[ True  True],[1080.6311   196.62079],97.50241333361657
[57376.684 48326.54 ],[-1.8032048  -0.19612685],[-1.0924957  1.9194094],[178838.42  49258.98],[ True  True],[ 228.93753 1119.352  ],141.01892857838627
[90600.164 53117.707],[0.13194309 0.02928403],[2.475822   0.30706897],[91389.94  53140.484],[ True  True],[2724.373  1123.5194],122.85812501584634
[59414.387 38285.605],[ 1.5420734  -0.63312155],[-1.434486   2.1664035],[145214.97   46218.625],[ True  True],[-92.49255  81.772  ],156.08554887275184
[50928.473 34776.06 ],[2.2670016 2.0021114],[-2.2969782  0.9827464],[248379.28 131100.94],[ True  True],[ 946.6682 1426.9723],84.70902761781134
[40768.477 37202.895],[-0.5537111  -0.53690284],[-0.8661876  2.7455738],[47179.523 42695.09 ],[ True  True],[527.6085  884.63556],75.75024789012824
[41803.734 40758.504],[-0.75832975 -0.56416786],[0.34722066 1.1258137 ],[54410.82 47418.8 ],[ True  True],[-292.03537 1045.1438 ],32.34487833069441
[47772.8   32429.422],[0.03802861 0.945342  ],[-2.0246608  2.403915 ],[47807.348 48031.867],[ True  True],[2895.8662    70.41931],73.01654866918989
[55858.625 52263.64 ],[-0.9894121  0.9064455],[1.5171976  0.00956274],[85504.14 75245.67],[ True  True],[2339.8098  718.1784],139.67057676298649
[74056.164 31321.598],[1.0503837  0.32445157],[-2.3266087   0.33574608],[118806.5    32984.703],[ True  True],[2546.2295  -167.84497],100.16288067947428
[41760.05  30115.572],[ 1.6981763 -1.0577313],[-1.4061708  1.6705877],[117909.305  48592.57 ],[ True  True],[ 76.24249 796.48364],149.59633924419265
[84308.87 32220.93],[-1.7524191  0.6008103],[ 1.4622654 -1.4585557],[250477.2    38213.426],[ True  True],[1228.9556    -34.749695],184.75843474409152
[54297.23 31402.88],[1.1592577  0.66675735],[-0.7824711 -0.9857319],[95055.04 38645.66],[ True  True],[2523.8772  -418.71603],22.185848577551088
[43263.008 41704.816],[-1.2155118 -1.7783414],[-2.9150562  0.2861998],[ 79356.85 126969.22],[ True  True],[3031.8086 1849.4302],88.30334755939143
[90300.08 34844.83],[-0.31095842 -1.2663814 ],[ 2.4667516 -1.5516263],[94701.16 66725.06],[ True  True],[3655.4114 1747.4315],115.82572645214321
[48383.86  33078.582],[1.9230101 0.9975039],[ 0.546717  -2.5924776],[169045.64   50946.043],[ True  True],[ 936.14343 -417.05093],88.7325229978473
[48643.254 46800.066],[-1.8365145 -1.0285023],[-2.382016    0.79447335],[156485.39  73813.44],[ True  True],[114.78122 334.28894],103.30633233254663
[83167.11 31030.21],[ 0.01001481 -1.1691924 ],[-0.6358424  2.9765031],[83171.28 54768.47],[ True  True],[ 312.11743 -694.1638 ],117.41155615684974
[44132.848 44115.85 ],[0.66525817 0.5604973 ],[-1.7442209  1.2438382],[54264.277 51228.836],[ True  True],[-225.61275   63.06955],88.11023760438869
[48376.707 38603.56 ],[-0.3258665  -0.38501257],[ 0.05836082 -1.8117304 ],[50968.055 41500.27 ],[ True  True],[638.9929   -59.763824],69.59038145876605
[43048.    33285.027],[ 1.9532495 -1.1809834],[-0.07907923  3.0302722 ],[154830.23  59323.12],[ True  True],[ 984.047  3836.0967],189.3163801887126
[50318.547 33040.062],[-0.02351607 -0.76595026],[-0.5640328 -3.0864017],[50332.46  43215.234],[ True  True],[1743.309  2551.8594],83.61830248057419
[76932.63  46023.965],[0.95820713 1.1998765 ],[-1.3810183  1.2377317],[115037.3   83324.97],[ True  True],[-105.23419  588.55383],115.8650756037047
[44800.53  43375.027],[-2.1296117 -1.2133857],[-0.7222726  2.6051266],[191085.1    79420.695],[ True  True],[-553.6365   465.90536],97.23492523627445
[78596.234 57521.348],[-0.1729225 -0.831719 ],[ 0.5881157 -0.6271873],[79774.266 78590.4  ],[ True  True],[ 435.12543 -518.8729 ],89.0449803710164
[94798.38 34027.79],[-0.93376535 -1.3092718 ],[ 1.5170145  -0.46200424],[139218.12   67604.586],[ True  True],[1671.0713   365.56253],97.32889725422419
[50490.324 37525.434],[1.8306913 1.2051283],[-1.4974443  1.9169173],[161531.19   68237.016],[ True  True],[-231.43512 1256.7327 ],90.57884340871281
[49377.484 32313.719],[-0.21831007  1.5596756 ],[ 2.7264585  -0.42708623],[50558.812 80258.91 ],[ True  True],[ 297.6351 2936.1099],113.59133379355896
[46703.28  38792.863],[0.94298595 1.2721957 ],[-1.2595481 -2.7390769],[69053.13  74654.836],[ True  True],[ 342.52823 2988.332  ],59.08801184835033
[62879.86 39143.77],[ 0.19494687 -0.14763562],[-0.40650812  2.671115  ],[64078.5  39571.14],[ True  True],[-368.94974  253.21735],100.6332854452549
[64701.426 62602.61 ],[1.7937894  0.18043706],[ 1.6610194 -1.3761889],[199879.55  63624.47],[ True  True],[495.81836  21.32605],170.86721906999776
[47371.65 41876.37],[-2.171807   -0.01269934],[ 1.2727093 -1.497043 ],[210521.89   41879.746],[ True  True],[ 154.035  3264.9976],145.29762544107805
[59389.363 36412.152],[-2.0563366  0.5957311],[-0.2138634 -2.3636758],[235930.23  43066.77],[ True  True],[-1041.4536  1854.8556],182.18257110784933
[51495.746 43235.46 ],[-0.25160277  1.1550927 ],[-0.4775308  2.4354606],[53134.305 75431.74 ],[ True  True],[ 745.50793 -573.83374],118.20208481305512
[49153.42 47499.39],[ 0.03350916 -2.1242454 ],[-0.78018016  2.4457068 ],[ 49181.02 201542.4 ],[ True  True],[1726.3357 3359.1533],158.50044652653818
[61672.57 38172.72],[ 0.06958651 -1.0478027 ],[2.2145727 0.7249383],[61821.95 61116.17],[ True  True],[  19.77359 1105.0571 ],87.09139803318403
[56840.11  51338.754],[-1.0811734  -0.08573133],[ 1.402816  -1.8398665],[93426.22  51527.535],[ True  True],[-186.82031 1328.8875 ],121.57699203593374
[65523.06 60902.66],[-0.8149947  0.2376312],[-1.7487192  -0.09747364],[88515.27  62630.312],[ True  True],[446.84863 148.1416 ],116.05032007785691
[123642.58   65322.523],[-1.1007136  1.1366765],[ 0.43931168 -3.0784736 ],[206417.83 112265.83],[ True  True],[ 159.39618 -135.30286],302.579952071778
[44319.715 33281.332],[-0.68178666 -1.5557245 ],[2.501752  2.7960987],[55025.59 82363.89],[ True  True],[  14.780762 2669.6294  ],36.42805234722986
[79335.164 49309.67 ],[-1.275256  -1.8615174],[-0.83189523  1.5965282 ],[153076.3  162448.95],[ True  True],[-1475.407   2498.2017],122.98259353593468
[56999.707 41586.812],[-1.354886  -1.6295345],[ 0.06204812 -2.873634  ],[117826.83  110153.484],[ True  True],[1291.3369 1824.1603],97.78305468462078
[65797.88 58078.2 ],[ 0.13032152 -1.5643243 ],[-2.9469495  0.3975835],[ 66357.42 144866.6 ],[ True  True],[2441.4382 2053.1555],170.27749874178508
[40885.21  36066.242],[1.5615327 1.9672475],[ 1.8978653 -1.5926973],[101721.08 131476.02],[ True  True],[3881.7976  -308.52255],77.24386792183606
[48922.043 33994.09 ],[-2.2230303 -1.734393 ],[-1.6628094  0.685246 ],[228552.89  99296.66],[ True  True],[3397.9805   730.38824],77.87090245634737
[46182.07 33213.26],[2.077067  1.7549878],[-0.49866742  2.8473222 ],[187183.38  98913.85],[ True  True],[-627.2127 2803.9087],78.94336916298016
[157644.84 106285.69],[-1.5669278  -0.58705896],[ 0.9296671 -1.5891314],[394158.56 125132.83],[ True  True],[2386.7034 -336.3504],279.5472205468433
[53998.24  30871.453],[0.8844755 1.0538238],[ 0.16374888 -2.2208586 ],[76532.91 49659.84],[ True  True],[ 514.82306 1571.6929 ],76.19352504759694
[41858.8   41303.258],[-0.22908035 -1.569764  ],[ 1.2182126 -2.9106207],[ 42961.94 103539.18],[ True  True],[ -45.01715 -308.27783],94.68321622240214
[64538.68  59460.242],[-0.4985615  2.1610687],[ 1.084395 -2.116124],[ 72727.19 261494.6 ],[ True  True],[ -93.07315 1129.201  ],250.54280302421807
[72492.6   69595.766],[ 0.33554587 -0.41334602],[2.0009854 0.4463178],[76612.05 75626.29],[ True  True],[1377.0332 -381.2447],113.54247915141643
[57619.145 36183.926],[-0.8170105  -0.09886336],[2.0504024  0.08005749],[77943.51 36360.9 ],[ True  True],[ 437.71555 1794.9105 ],83.15100122223977
[82244.59 39182.77],[-0.3808105 -2.1866276],[ 2.7813284  -0.10972864],[ 88280.43 176663.86],[ True  True],[737.54553 181.23111],162.42744535880234
[47979.125 41473.07 ],[0.02502542 1.3567902 ],[ 0.96393126 -2.2485802 ],[47994.15 85874.  ],[ True  True],[3895.2676 2610.419 ],109.69042030858347
[52388.508 35113.277],[-0.07039706 -0.98685384],[0.07465458 2.9822    ],[52518.375 53644.805],[ True  True],[ 937.77356 1601.2446 ],94.41420607644683
[52841.492 41091.387],[0.5282126  0.20319922],[0.91469944 2.6053777 ],[60386.105 41942.64 ],[ True  True],[1792.6931   180.00931],71.36815714266056
[52014.664 36408.477],[ 1.0061399 -0.942072 ],[ 0.7397417 -1.9408578],[80639.66  53795.535],[ True  True],[2913.287 1071.916],130.18855144174253
[96038.44 35545.89],[-0.89912945  1.1375042 ],[ 2.3928106 -1.514088 ],[137545.61  61131.69],[ True  True],[536.6113  -81.54173],177.58085873682717
[82656.98 45922.17],[-1.1047983  1.3075535],[ 3.0117612  -0.49831283],[138446.03   91100.375],[ True  True],[ 333.55554 -366.4037 ],223.12279542876527
[44489.57  39753.004],[1.840967  2.1395724],[ 2.3278728  -0.34375095],[143730.11 171206.42],[ True  True],[-461.90045 -383.38873],82.76324288216851
[48215.49 39242.55],[-2.2674005 -2.0523684],[-0.5957181 -1.8689247],[235239.83 155297.5 ],[ True  True],[-221.06972 1618.3358 ],52.558739379782736
[66776.78  31028.732],[-1.2445517 -1.2839752],[2.1819837 3.0880637],[125521.92   60318.305],[ True  True],[1810.1454  -611.52936],39.88796129807699
[42412.684 32598.99 ],[0.33886757 0.92158675],[ 1.260637  -0.8491937],[44871.227 47450.477],[ True  True],[247.20813 549.3008 ],68.31945584125117
[40004.27  35162.848],[-0.04852742  0.04701339],[-2.2481198   0.92875797],[40051.383 35201.715],[ True  True],[738.95935 396.79333],75.08498148456844
[45831.914 39044.93 ],[-0.35930368 -1.0609397 ],[-0.217972   2.8354268],[48822.31 63159.37],[ True  True],[338.2408 668.3456],89.787556038415
[40559.742 33541.215],[-1.3570199  2.3097537],[2.8157911 2.0543432],[ 83999.76 170577.69],[ True  True],[976.6409    55.172897],226.4784749505161
[72251.12 40604.48],[1.2651393 0.3024255],[-2.7852077   0.15109381],[138208.67   42475.543],[ True  True],[-1333.3013  2513.6006],120.61216460074189
[40654.895 37460.523],[ 1.0803124  -0.43891543],[-2.6418822   0.66906327],[66777.48 41127.15],[ True  True],[511.17285  97.07709],101.45733464748848
[111508.734  55626.32 ],[ 1.5410267 -0.6568725],[ 1.4565057 -1.6822143],[272278.84  68064.95],[ True  True],[270.34534 678.6836 ],262.5974003185014
[42248.324 38015.07 ],[1.2520794 0.9954898],[-2.6487548  0.7965515],[79923.65  58459.418],[ True  True],[-904.1808   478.06525],79.89744635284578
[46015.08  45862.176],[-1.2697592 -0.6523152],[-3.0893176   0.03933543],[88369.53  55970.645],[ True  True],[-775.4791 1503.8545],96.28854943968318
[69330.56  33317.168],[-0.6974937   0.99941635],[-0.91711116  2.335202  ],[86890.03  51388.234],[ True  True],[-86.97772 -67.50058],132.7405153866528
[49775.176 40945.355],[1.1715153 0.239135 ],[-1.568105   1.6896616],[88021.82  42121.688],[ True  True],[-423.71176  364.70526],100.14320247889489
[63188.508 36864.316],[-0.9282158 -1.9277966],[-1.0207721  2.2251892],[ 92421.07 129390.34],[ True  True],[-530.1665 3305.582 ],108.720104726943
[47310.934 42177.76 ],[1.3649932 1.8711811],[-0.93985987  2.687505  ],[ 98668.82 140239.08],[ True  True],[   3.1471252 1887.3654   ],89.67993484056753
[78340.664 39870.836],[0.2947369  0.23754911],[-0.7537734  -0.27443776],[81768.086 41001.082],[ True  True],[ 261.88477 3415.5244 ],26.725404198104062
[49305.56  40404.457],[-0.31581846  0.07683034],[-1.5821297  1.5658857],[51784.965 40523.766],[ True  True],[-454.42563 2782.1484 ],90.9927469715377
[58162.355 33742.62 ],[ 0.8681534  -0.23528557],[ 0.20848206 -3.0216339 ],[81492.24 34680.92],[ True  True],[2920.505 3263.147],102.3567433880804
[73491.266 49885.453],[-1.5428321   0.43778193],[-2.9553146   0.76394486],[179744.73  54742.64],[ True  True],[2172.829  1478.0498],182.25716143495873
[128837.43   31481.918],[0.11463471 2.2204323 ],[ 1.643122  -0.4212269],[129684.89 146703.75],[ True  True],[-133.31396  767.39453],194.04110147937763
[49529.965 34407.61 ],[1.0493106 0.6588026],[-1.963741   1.3713926],[79393.086 42148.42 ],[ True  True],[ -36.245056 1546.8413  ],83.76394928540613
[70949.11 55548.09],[-0.31068078  0.81692857],[-2.4523368  0.9009664],[74400.836 75137.77 ],[ True  True],[-602.522    -101.999084],145.44229360042496
[48266.168 31527.217],[-1.6488355 -2.2426362],[ 2.4226234  -0.14904296],[130154.4 150137.4],[ True  True],[-309.12482 2776.4949 ],78.47456919133947
[52575.39  31848.559],[-0.16068338 -0.617509  ],[ 2.980558  -0.5071192],[53255.58  38116.184],[ True  True],[   3.7191772 1244.5585   ],82.79371620008541
[58401.51  57275.426],[ 0.4393638  -0.09482744],[-0.5634139  2.8586602],[64129.707 57533.137],[ True  True],[ 292.13034 1436.227  ],118.72613746982866
[63853.977 37423.72 ],[-1.3241643  -0.36761424],[ 0.7155642 -2.4722393],[128508.29  39981.05],[ True  True],[422.30603 154.56812],109.14166964884986
